"model","price","year","mileage"
"Chevrolet: HHR LT2","2,075.00","2010","45,800"
"New listing Chevrolet: Impala Impala","13,600.00","1960","999,999"
"Chevrolet: Corvette Base Convertible 2-Door","17,000.00","1999","32,955"
"Cadillac: XTS Premium Sedan 4-Door","34,999.00","2014","9,600"
"Ford: F-150","4,050.00","1979","0"
"Ferrari: California Base Convertible 2-Door","169,888.00","2013","10,366"
"New listing Chevrolet: Corvette Base Convertible 2-Door","29,450.00","2006","19,000"
"Dodge: Viper R/T-10 Convertible","19,950.00","2001","44,294"
"New listing Ford: Fusion SE Sedan 4-Door","5,200.00","2008","126,326"
"Chevrolet: Impala Custom","25,100.00","1963","1,000"
"Chevrolet: Corvette Base Convertible 2-Door","3,500.00","1990","78,000"
"New listing Chevrolet: Camaro 2SS/RS","24,000.00","2011","31,850"
"Ford: Explorer 4dr 112"" WB","228.50","1999","231,769"
"Chevrolet: Nova Base Coupe 2-Door","8,100.00","1972","66,154"
"Cadillac: Other 2dr Cpe","22,000.00","2014","9,910"
"Ford: Mustang Base Convertible 2-Door","3,300.00","1999","134,789"
"Dodge: Viper SRT-10 Convertible 2-Door","53,999.00","2004","5,868"
"Ford: Mustang GT 2DR CONVERTIBLE","13,900.00","1989","81,300"
"Ford: Mustang Shelby Super Snake","37,239.12","2010","2,797"
"Mini: Cooper 2dr S","5,100.00","2013","21,471"
"Ford: Other","78,000.00","1950","1,747"
"Ford: F-150","5,000.00","2012","47,973"
"Chevrolet: Camaro SS2","25,000.00","2011","9,700"
"Chevrolet: Corvette Stingray Coupe 2-Door","61,999.00","2016","1,005"
"Chevrolet: Corvette Base Coupe 2-Door","15,995.00","2000","83,801"
"Ford: Mustang Base Coupe 2-Door","22,900.00","2014","17,791"
"Mercury: Mountaineer Base Sport Utility 4-Door","2,200.00","1999","130,580"
"Chevrolet: Camaro Base Coupe 2-Door","2,550.00","2000","79,912"
"Chevrolet: Corvette Base Convertible 2-Door","27,995.00","2006","27,842"
"New listing BMW: M3 Base Coupe 2-Door","11,995.00","2003","143,217"
"Ford: Mustang","15,600.00","1965","89,704"
"Chevrolet: Impala SS","19,000.00","1967","6,000"
"Porsche: Cayman 2dr Cpe S","27,995.00","2006","49,059"
"Chevrolet: Corvette Base Coupe 2-Door","7,800.00","1980"," "
"Chevrolet: Camaro 2DR COUPE","14,900.00","1996","0"
"Other Makes: FORD GRANADA 2 DOOR COUPE","4,550.00","1976","46,937"
"Dodge: Stratus SE Sedan 4-Door","2,009.56","2004","173,000"
"New listing  Porsche: 356 2-Door ","350,000.00","1957","75,826"
"Chevrolet: Corvette Grand Sport Coupe 2-Door","149,000.00","2013","549"
"Toyota: Tacoma TRD Sport 4x4","35,000.00","2016","15"
"Ford: Edge SEL Sport Utility 4-Door","7,100.00","2013","48,294"
"Mercedes-Benz: SL-Class Base Convertible 2-Door","15,500.00","1999","22,600"
"New listing Chevrolet: Corvette Base Convertible 2-Door","29,700.00","2004","9,689"
"Chevrolet: Corvette Base Convertible 2-Door","9,500.00","1987","31,189"
"New listing Chevrolet: Corvette Base Convertible 2-Door","12,500.00","2000","82,000"
"Chevrolet: Camaro Two Door Coupe","7,600.00","1968","62,361"
"Toyota: Celica All Trac Hatchback 2-Door","3,000.00","1990","133,000"
"Chevrolet: Corvette Base Hatchback 2-Door","2,075.00","1985","110,955"
"Chevrolet: Corvette Coupe C6","16,900.00","2006","33,150"
"Ford: F-350 4 dr crew","23,995.00","2003","69,500"
"Ford: Mustang","8,000.00","1973","99,999"
"Ford: Mustang 2dr Fastback","17,300.00","2015","10,734"
"Ford: Mustang","119,000.00","1969","500"
"Volkswagen: Golf Base Hatchback 2-Door","6,500.00","2008","120,000"
"New listing Chevrolet: Impala 2 door","10,100.00","1958","99,991"
"Ford: Mustang","17,995.00","1965","39,100"
"Honda: Insight Base Hatchback 3-Door","3,490.00","2000","176,111"
"Ford: Mustang 2 DR","12,350.00","1966","3,517"
"Chevrolet: Corvette 2dr Convertible","10,100.00","2005","141,378"
" Ford: Other 3 Window Coupe ","37,995.00","1934","1,000"
"Chevrolet: Corvette Z06/Z07/3LT","99,900.00","2016","2,000"
"Cadillac: Other Convertible Sedan","28,000.00","1939","100"
"Chevrolet: Corvette Coupe 2-Door","28,500.00","1972","55,542"
"BMW: 5-Series Sedan","12,200.00","2008","72,555"
"Ford: Mustang GT Convertible 2-Door","14,700.00","2001","28,028"
"Ford: Other Roadster","29,100.00","1932","900"
"Ford: F-100 base 2-door","15,000.00","1955","25"
"Ford: Mustang GT Premium","18,750.00","2006","71,905"
"Jaguar: Other V8 S Convertible 2-Door","67,500.00","2014","8,100"
"Mercedes-Benz: M-Class ML350 4Matic","4,380.00","2013","12,746"
"Porsche: 911 Targa Coupe 2-Door","36,885.00","2004","29,052"
"Aston Martin: Vantage Base Hatchback 2-Door","52,888.00","2008","30,826"
"Chevrolet: Corvette Base Hatchback 2-Door","18,000.00","2000","7,019"
"Chevrolet: Chevelle Base Hardtop 2-Door","22,000.00","1971","79,000"
"New listing Chevrolet: Corvette Grand Sport Coupe 2-Door","32,900.00","2010","44,708"
"Other Makes: hudson 8 coupe","17,500.00","1950","25,388"
"Ford: Mustang GT Convertible 2-Door","11,100.00","2008","9,871"
"Ford: F-250 XLT","10,000.01","1997","88,600"
"Ford: Mustang Mustang","24,900.00","1967","135,627"
"Ford: Mustang COBRA 2DR COUPE","29,900.00","1993","8,830"
"New listing Chevrolet: Camaro Z28 Coupe 2-Door","5,250.00","1981","69,500"
"Cadillac: Eldorado 2 Dr Coupe","9,900.00","1996","22,120"
"New listing Chevrolet: Corvette Base Convertible 2-Door","16,600.00","1999","35,400"
"Bentley: Flying Spur Sedan 4 Door","154,900.00","2015","7,780"
"Chevrolet: Bel Air/150/210 Sport Coupe 2 Door no post","29,350.00","1955","12,918"
"Ford: Mustang Base Convertible 2-Door","3,800.00","2002","141,291"
"Chevrolet: Corvette Base Coupe 2-Door","21,000.00","2006","93,716"
"Chevrolet: Corvette Base Hatchback 2-Door","3,450.00","1987","130,960"
"Toyota: Tacoma 4Door TRD Sport Pkg","57,749.00","2014","15,000"
"Chevrolet: Corvette Base Convertible 2-Door","31,300.00","1969","95,715"
"Ford: Mustang Base Convertible 2-Door","5,655.55","1970","51,534"
"New listing Ford: Mustang convertible","25,500.00","1965","11,111"
"Chevrolet: C-10","3,200.00","1971","750"
"Ford: F-250 Custom","2,025.00","1977","81,000"
"Mercedes-Benz: 300-Series 4dr Sedan 30","425.00","1986","175,362"
"BMW: 8-Series Base Coupe 2-Door","6,100.00","1991","76,500"
"New listing Chevrolet: Corvette 2-door Coupe","15,000.00","1975","93,000"
"BMW: M5 4dr Sedan","5,000.00","2013","23,291"
"BMW: 1-Series Base Coupe 2-Door","16,867.00","2009","64,615"
"Chevrolet: Corvette 2dr Convertible","17,099.00","2007","93,096"
"Ford: F-100 2 Door","6,500.00","1966","43,935"
"Ford: Mustang LX Sedan 2-Door","8,700.00","1993","94,000"
"Oldsmobile: Cutlass Convertible 2 door","1,800.00","1993","150,945"
"Ford: F-350","9,500.00","1987","49,586"
"Chevrolet: Corvette Coupe 2-doors","6,500.00","1989","39,200"
"Lexus: LS 4dr Sedan","200.00","1990","210,417"
"Ford: 2 Door Convertible Deluxe","35,678.00","1940","8"
"Chevrolet: Corvette Base Convertible 2-Door","29,888.00","2009","54,800"
"BMW: 3-Series Base Coupe 2-Door","13,000.00","2007","84,614"
"Other Makes: 650S 2dr Convertible Spider","279,000.00","2015","333"
"Mercury: Other Base Sedan 4-Door","1,080.55","1975","18,000"
"Ford: Mustang Base Coupe 2-Door","13,699.00","2012","56,000"
"Chevrolet: COUPE 2 DOOR","31,347.00","1937","1,400"
"Mercedes-Benz: E-Class 4dr Wgn E350","4,600.00","2013","28,782"
"New listing  Chevrolet: C/K Pickup 1500 C10 ","99.00","1968","9,999,999"
"Ford: Mustang 2DR COUPE","29,900.00","2007","17,168"
"Chevrolet: Corvette","4,450.00","1975","35,000"
"Ford: Model A ROADSTER PICKUP","20,000.00","1928","2,500"
"Ford: Other","12,500.00","2013","10"
"New listing Porsche: 911 Carrera Coupe 2-Door","79,999.00","1985","22,900"
"Ford: Mustang Base Convertible 2-Door","7,927.00","2002","80,700"
"Lexus: Other 2dr Coupe","221,100.00","2012","672"
"New listing Dodge: Other Pickups Basic","200.00","1941","4,824"
"Ford: Mustang","10,455.00","1966","141,207"
"Ford: Mustang Base Convertible 2-Door","10,900.00","2007","77,500"
"Ferrari: 458 ITALIA Coupe 2-Door","184,888.00","2010","13,984"
"New listing Chevrolet: Camaro RS Convertable","1,967.00","1967","45,996"
"Ford: T COUPE","12,900.00","1927","0"
"Chevrolet: Corvette Base Convertible 2-Door","29,980.00","2008","49,899"
"Ford: F-250 4WD 4dr","85,980.00","2015","2,400"
" Buick: Super Riviera Hardtop 2 Door ","26,995.00","1955","39,800"
"New listing Chevrolet: Corvette 2dr Coupe","4,050.00","1999","96,009"
"Chevrolet: Corvette Base Coupe 2-Door","1,000.00","2008","14,510"
"Chevrolet: Camaro SS Coupe 2-Door","26,500.00","2010","12,500"
"Chevrolet: Corvette","23,955.00","1973","3,300"
"Ford: Other Base Sedan 2-Door","11,000.00","1976","50,080"
"Chevrolet: Camaro Z28 SS Coupe 2-Door","16,500.00","2002","5,100"
"BMW: i8 Base Coupe 2-Door","122,800.00","2015","1,148"
"Mercedes-Benz: E-Class E350 4Matic","6,350.00","2014","11,208"
"Mercedes-Benz: SL-Class Base Convertible 2-Door","32,885.00","2004","18,092"
"Chevrolet: Other Pickups Base","20,000.00","1945","55,187"
"Chevrolet: Corvette Base Coupe 2-Door","10,100.00","2007","45,806"
"Ford: Other 2 Door Sedan","39,900.00","1940","112"
"Ford: Mustang GT Convertible 2-Door","11,750.00","1994","9,735"
" Chevrolet: Camaro LS Coupe 2-Door ","18,000.00","2014","11,461"
"Chevrolet: Camaro Base Coupe 2-Door","6,995.00","2000","69,232"
"Mercedes-Benz: M-Class ML550 4Matic","6,100.00","2013","11,809"
"New listing Maserati: Ghibli Base Sedan 4-Door","45,000.00","2014","15,453"
"New listing Chevrolet: Other Pickups Apache","30,000.00","1958","100,000"
"Chevrolet: C-10","15,600.00","1963","7,252"
"Chevrolet: Corvette Base Coupe 2-Door","49,000.00","2009","12,000"
" Chevrolet: Corvette None ","36,000.00","1972","65,876"
"Ford: Mustang 2dr Coupe GT Premium","13,500.00","2006","58,386"
"Chevrolet: Corvette Base 2dr Coupe","16,200.00","2005","16,877"
"New listing  Ford: Other Super CrewZer ","39,900.00","2001","190,500"
" Ford: Mustang 2 door ","52,500.00","1967","555"
"Ford: F-150 SVT Raptor Crew Cab Pickup 4-Door","55,000.00","2014","1,500"
"New listing Chevrolet: Other Pickups","979.69","1939","99,999"
"Ford: Other 2 door sedan","30,000.00","1933","1"
"McLaren: MP4-12C 2dr Convertible","179,800.00","2013","8,319"
"Ford: F-250 DIESEL 4X4","28,995.00","2008","108,670"
"Chevrolet: Corvette black","6,400.00","1979","15,000"
"Chevrolet: Other 2 Door Sedan Biscayne","35,999.00","1959","65,462"
"Chevrolet: Corvette Z06","37,900.00","2007","43,805"
"New listing Ford: Mustang SVT Cobra Coupe 2-Door","8,900.00","1994","107,000"
"Ford: Mustang LX Convertible 2-Door","405.00","1992","98,068"
"Chevrolet: Corvette t top","6,000.00","1982","17,000"
"Ford: F-250 XLT","21,990.00","2006","115,631"
"BMW: M3 Base Coupe 2-Door","2,788.00","2002","170,000"
"Ford: F-150 Crew Cab","36,900.00","2011","69,500"
"Chevrolet: Corvette Base Hatchback 2-Door","15,850.00","1993","32,387"
"Buick: Skylark 4dr Sedan Cu","200.00","1985","46,466"
"Rolls-Royce: Ghost Base Sedan 4-Door","130,000.00","2011","14,827"
"Ford: Bronco 4WD Restomod","30,555.00","1968","2,108"
"Ford: F-150 Base Cab & Chassis 2-Door","4,050.00","1978","123,000"
"Chevrolet: Camaro Sport Coupe 2-Door","4,000.00","1983","103,000"
"Chevrolet: Other","44,000.00","1955","3,612"
"Ford: F-250 XLT","16,600.00","2000","98,147"
"Chevrolet: C-10 Custom Comfort Package","1,560.00","1966","999,999"
"Chevrolet: Corvette 2dr Coupe","26,900.00","2005","39,996"
" Chevrolet: Corvette Base Convertible 2-Door ","10,200.00","1992","30,000"
"Ford: Mustang","35,200.00","1968","66,263"
"New listing Chevrolet: Corvette Base Convertible 2-Door","23,780.00","2005","77,102"
"Chevrolet: Camaro Resto Mod","139,069.00","1969","1,753"
"Chevrolet: Corvette 2dr","15,600.00","1962","0"
" Chevrolet: Impala Convertible 2 Door ","47,500.00","1963","87,000"
" Mercedes-Benz: S-Class S550 Coupe ","119,900.00","2015","9,147"
"Ford: Super Deluxe Coupe","49,999.99","1946","12,447"
"Chevrolet: Silverado 1500 Standard Cab Pickup 2-Door","21,995.00","2015","3,000"
"New listing Chevrolet: Chevelle Custom","9,000.00","1969","99,999,999"
"New listing  Plymouth: Other 2dr Roadster ","45,000.00","1997","265"
"New listing Other Makes 2 DOOR SEDAN","648.00","1959","43,812"
"Chevrolet: Other Pickups Custom Silverado","20,000.00","1985","86,500"
" Toyota: Tacoma NO RESERVE!! ","7,000.00","1990","160,689"
"New listing Mercedes-Benz: SL-Class Base Convertible 2-Door","67,500.00","2013","22,000"
"Ford: F-150 FX4","21,500.00","2004","31,736"
"New listing Rolls-Royce: Ghost Base Sedan 4-Door","174,888.00","2012","9,763"
"Ford: Mustang Base","19,980.00","1965","14,000"
"Honda: Civic 4dr Sedan LX","1,025.00","1995","185,677"
"Chevrolet: Corvette","19,500.00","2001","25,300"
"New listing Chevrolet: Corvette 427 Convertible 2-Door","2,125.00","2013","6,053"
"New listing Toyota: 4Runner sr5","11,000.00","1987","250,000"
"Chevrolet: Camaro ZL1 Coupe 2-Door","37,977.00","2013","37,804"
"Chevrolet: Camaro 2SS/RS","18,000.00","2011","43,210"
"Chevrolet: Tahoe Base Sport Utility 2-Door","5,000.00","1997","133,891"
"Ford: F-250","880.00","1999","106,000"
"Chevrolet: Corvette 2DR COUPE","24,900.00","2005","34,565"
"BMW: 3-Series Base Coupe 2-Door","5,999.00","1991","132,000"
"Ford: Mustang Boss 302 Coupe 2-Door","28,000.00","2012","22,678"
"Chevrolet: C/K Pickup 3500 silverado","5,800.00","1977","11,371"
"Ford: Ford GT Base Coupe 2-Door","349,900.00","2005","499"
"Chevrolet: Corvette Base Convertible 2-Door","21,888.00","2004","66,500"
"Chevrolet: Corvette 2DR CONVERTIBLE","28,900.00","2007","13,678"
"BMW: 5-Series 528IA 4dr Sd","770.00","1999","178,059"
"Ford: Focus 5dr Hatchback ST","5,000.00","2013","31,854"
"Mercedes-Benz: M-Class ML550 4WD","5,286.00","2014","15,839"
"Chevrolet: Corvette T-TOP COUPE","9,650.00","1977","402"
"Chevrolet: Corvette","10,000.00","1974","80,585"
" Chevrolet: SS Base Sedan 4-Door ","49,440.00","2015","9"
"Ford: Mustang GT Coupe 2-Door","19,500.00","2008","76,039"
"Toyota: Land Cruiser 4dr 4WD","3,483.33","1997","271,420"
"New listing Mercedes-Benz: GLK-Class RWD 4dr GLK3","3,690.00","2014","25,406"
"New listing  Ford: Maverick 2 Door Sedan I6 Automatic ","7,950.00","1976","19,815"
"Ford: Mustang Shelby GT350 Coupe 2-Door","68,345.00","2016","4"
"Ford: F-150","52,900.00","2014","21,349"
" Rolls-Royce: Other Base ","239,900.00","2010","14,832"
"Chevrolet: Corvette Convertible 2-Door","27,995.00","2007","44,195"
"New listing Ford: Mustang 2dr Convertible GT Premium","4,050.00","2007","54,682"
"Chevrolet: Corvette 2dr Convertible","9,700.00","1991","66,880"
"Ford: F-150 4dr Pickup","42,800.00","2016","88"
"Chevrolet: Corvette Base Coupe 2-Door","26,998.00","2006","60,205"
"Ford: C-Max SE","17,900.00","2015","4,701"
"Chevrolet: Other 2 door hatchback","16,000.00","1973","99,999"
"Chevrolet: Corvette Base Convertible 2-Door","10,100.00","2008","5,068"
"New listing Ford: F-100 2 Dr","4,000.00","1945","90,193"
"Maserati: Ghibli Base Sedan 4-Door","54,900.00","2015","14,835"
"Ford: Mustang cobra","2,500.50","1977","98,000"
"Chevrolet: Corvette Grand Sport Coupe 2-Door","25,100.00","2012","12,701"
"Chevrolet: Corvette Base Coupe 2-Door","16,000.00","2000","41,733"
"Ford: Mustang SVT Cobra Convertible 2-Door","36,500.00","2004","4,000"
"Toyota: RAV4 FWD 4dr I4 Sport","11,600.00","2012","19,455"
"Ford: Other Pickups F100","19,100.00","1952","3,130"
"Chevrolet: Corvette Base Convertible 2-Door","12,000.00","1994","35,913"
"Ford: Mustang GT","50,000.00","1968","100,000"
"Chevrolet: Impala impala","10,200.00","1960","9,999,999"
"Chevrolet: Other Pickups 2-door Pick-Up","12,100.00","1949","0"
"Mazda: MX-6 2dr Coupe Ba","205.00","1993","190,244"
" Chevrolet: Corvette 2dr Convertible ","21,785.00","1999","2,167"
"Ford: F-250 XLT Extended Cab 2WD","11,450.00","2006","129,626"
"Mercedes-Benz: C-Class Coupe","450.00","2003","192,000"
"Chevrolet: Corvette Base Hatchback 2-Door","4,034.00","1993","89,405"
"New listing  Ford: Mustang GT350 ","58,600.00","2016","6"
"Chevrolet: Nova Base Coupe 2-Door","13,600.00","1969","39,414"
"Oldsmobile: Cutlass 2 Dr Coupe","740.00","1981","54,663"
"Ford: F-450 CUSTOM USSV RHINO GX (H1 LOOK)","55,000.00","2015","5,600"
" Ford: F-250 Base ","7,500.00","1960","55,000"
"Ford: F-100","20,000.00","1969","105,000"
"Dodge: Other Pickups POWER WAGON","1,999.00","1963","60,000"
"Toyota: 4Runner SR5","14,750.00","2006","72,200"
"Chevrolet: Impala Base Sedan 4-Door","306.00","2005","166,154"
"Chevrolet: C/K Pickup 2500","299.00","1989","133,375"
"Chevrolet: Corvette Roadster","42,100.00","1963","120,000"
"BMW: M6 Base Convertible 2-Door","39,800.00","2008","1,000"
"Rolls-Royce: Phantom Base Sedan 4-Door","169,888.00","2008","8,730"
" Porsche: Cayman GT4 Coupe 2-Door ","95,100.00","2016","1,477"
"New listing  Ford: Mustang 2dr Converti ","2,950.00","1998","81,232"
"Ford: Mustang Shelby GT500 Coupe 2-Door","51,899.00","2013","15,045"
"Chevrolet: Corvette Convertible 2-Door","50,100.00","1956","22,486"
"Ford: Fiesta 4/Door Sedan","5,300.00","2014","19,300"
"Chevrolet: Camaro 2SS RS","19,000.00","2011","68,503"
"Chevrolet: Corvette 2dr Coupe","10,700.00","1995","56,755"
"Chevrolet: Corvette Base Hatchback 2-Door","12,500.00","1985","32,394"
"Ford: Mustang","125,000.00","1968","107,856"
"Jaguar: XJ Base Sedan 4-Door","41,885.00","2013","21,717"
"Saab: 9-3 Linear Sedan 4-Door","464.00","2003","173,750"
"Ferrari: 458 Base Convertible 2-Door","269,800.00","2014","7,813"
"Chevrolet: Corvette Z06 Coupe 2-Door","79,400.00","2016"," "
"Mercedes-Benz: Other 4dr Sdn CLA4","53,200.00","2014","20"
"Ford: Mustang Shelby GT350 Coupe 2-Door","65,990.00","2016","2"
"New listing Ford: E-Series Van E150","510.00","1990","58,917"
"Ford: Other","1,200.00","1954"," "
"New listing Toyota: Corolla 4dr Sdn CE A","200.00","2000","102,398"
"Ford: F-150 FX4","15,100.00","2014","33,797"
"Chevrolet: Camaro","10,000.00","1968","117,347"
"Ford: Explorer XLT Sport Utility 4-Door","14,100.00","2015","5,475"
"Ferrari: Other Base Coupe 2-Door","389,900.00","2015","233"
"Ford: Mustang GT Coupe 2-Door","15,000.00","2002","101,000"
"New listing  Ford: F-150 NO RESERVE!! ","679.69","2001","22,228"
"Other Makes: Interceptor Convertible","24,000.00","1974","94,740"
"New listing Chevrolet: Corvette Coupe","47,100.00","1967","59,898"
"Chevrolet: Corvette Base Hatchback 2-Door","4,800.00","1988","80,000"
"Chevrolet: Camaro ZL1 Coupe 2-Door","38,400.00","2014","2,947"
"Chevrolet: SS 2-DOOR HARDTOP","16,000.00","1962","999,999"
"Ford: Business Coupe","8,000.00","1946","46,050"
"Porsche: 356 2 Door","124,900.00","1965","1"
"Chevrolet: Camaro Sport Coupe 2-Door","12,995.00","1986","44,734"
"New listing Ford: Model A","25,000.00","1930","2,800"
"Chevrolet: SSR Base Convertible 2-Door","36,000.00","2005","584"
" Chevrolet: Camaro COPO Coupe ","106,500.00","2012","0"
"Ferrari: California Base Convertible 2-Door","149,050.00","2012","7,120"
"Chevrolet: Impala SS Sedan 4-Door","9,100.00","1996","39,571"
"Chevrolet: Camaro 2dr Coupe SS w/1SS","60,100.00","2016","0"
"Chevrolet: 2 Door Sedan","18,605.00","1939","44"
"Ford: F-250 Ranger XLT","5,900.00","1979","56,361"
"BMW: 4 Series 428i Gran Coupe","56,120.00","2016","0"
"New listing Ford: Mustang GT Convertible","9,108.80","2013","36,300"
"Ford: Mustang GT Convertible 2-Door","10,000.00","1994","60,355"
"New listing Chevrolet: Corvette Base Coupe 2-Door","29,480.00","2008","36,500"
"Mercedes-Benz: S-Class S550","22,800.00","2009","51,740"
"Chevrolet: Corvette Base Convertible 2-Door","19,588.00","2002","49,446"
"Ford: F-250 XLT","30,100.00","2013","32,520"
"New listing BMW: 4-Series","34,500.00","2015","12,500"
"Ford: 2 Door Sedan","25,000.00","1937","1,000"
"Chevrolet: Corvette 4 speed convertible Project","17,400.00","1962","0"
"Ford: Other 2-Door","54,000.00","1960","15"
"Porsche: 911 2dr Coupe","138,800.00","2014","11,035"
"Ford: F-250 Platinum","45,100.00","2016","1,025"
"Ford: F-250 LARIAT","16,900.00","2004","153,226"
"Ford: Mustang GT 2DR COUPE","16,900.00","2007","40,809"
" Maserati: Gran Turismo Base Convertible 2-Door ","79,900.00","2012","13,600"
"Ford: Expedition Eddie Bauer Sport Utility 4-Door","3,300.00","2000","103,000"
